name,year,selling_price,km_driven,mileage (kmpl),engine (CC),seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,max_power (bhp)
Maruti Wagon R LXI,2013.0,225000.0,58343.0,21.79,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,67.05
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,27.39,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Honda Jazz VX,2016.0,550000.0,56494.0,18.2,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,12.99,2494.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,100.6
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,81.8
Toyota Etios VX,2017.0,625000.0,25538.0,16.78,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.73
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,81.8
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,24.0,1186.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,73.97
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,19.0,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,88.76
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,14.3,1598.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,103.5
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,16.8,1984.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,150.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,13.6,1999.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,177.0
Lexus ES 300h,2019.0,5150000.0,20000.0,22.37,2487.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,214.56
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,19.33,1999.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,177.0
Tata Safari Storme EX,2015.0,503000.0,110000.0,14.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,147.94
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,18.0,1969.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,190.0
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,19.16,2494.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,157.7
Maruti Wagon R LXI,2013.0,225000.0,58343.0,21.79,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,67.05
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,27.39,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Honda Jazz VX,2016.0,550000.0,56494.0,18.2,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,12.99,2494.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,100.6
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,81.8
Toyota Etios VX,2017.0,625000.0,25538.0,16.78,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.73
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,81.8
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,24.0,1186.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,73.97
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,19.0,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,88.76
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,14.3,1598.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,103.5
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,16.8,1984.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,150.0
Maruti Swift Dzire LDI,2019.0,558000.0,70000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.02
Hyundai Santro Xing GLS,2010.0,165000.0,56000.0,17.92,1086.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,62.1
Hyundai i20 Sportz 1.4 CRDi,2012.0,300000.0,80000.0,21.9,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,88.76
Hyundai Santro Magna BSIV,2019.0,500000.0,5000.0,20.3,1086.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,68.0
Mahindra XUV500 W8 4WD,2012.0,900000.0,100000.0,15.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,140.0
BMW 5 Series 520d Sedan,2008.0,890000.0,70000.0,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,
Skoda Rapid 1.5 TDI Ambition,2014.0,640000.0,65000.0,21.14,1498.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,103.52
Mahindra Scorpio S10 7 Seater,2015.0,900000.0,70000.0,15.4,2179.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,120.0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013.0,450000.0,60000.0,18.2,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.8
Tata Aria Pleasure 4x2,2013.0,500000.0,80000.0,13.7,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,138.1
Mahindra KUV 100 mFALCON G80 K6 AW,2017.0,325000.0,5000.0,18.15,1198.0,6.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,82.0
Renault Duster 110PS Diesel RxL,2014.0,450000.0,133000.0,19.01,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,108.45
Honda WR-V i-VTEC VX,2017.0,675000.0,25000.0,17.5,1199.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,88.7
Tata Zest Revotron 1.2 XT,2017.0,415000.0,15000.0,17.57,1193.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,88.7
Hyundai Creta 1.4 CRDi S,2017.0,1100000.0,40000.0,21.38,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.7
Volkswagen Ameo 1.2 MPI Comfortline,2016.0,500000.0,35000.0,17.0,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,73.75
Mahindra Bolero 2011-2019 ZLX,2014.0,509999.0,70000.0,15.96,2523.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,62.1
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007.0,200000.0,152000.0,10.5,2609.0,9.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,120.0
Maruti 800 AC BSIII,2007.0,60000.0,100000.0,16.1,796.0,4.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,37.0
Hyundai Verna 1.6 CRDI,2013.0,500000.0,80000.0,22.32,1582.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,126.3
Renault KWID RXT,2017.0,270000.0,50000.0,25.17,799.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,53.3
Hyundai i20 Active 1.2 S,2017.0,550000.0,40000.0,17.19,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Renault KWID 1.0 RXT Optional,2016.0,235000.0,60000.0,23.01,999.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.0
Hyundai i20 1.2 Spotz,2018.0,600000.0,40000.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.83
Honda Jazz 1.5 VX i DTEC,2015.0,525000.0,60000.0,27.3,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.6
Maruti Swift VDI,2012.0,325000.0,90000.0,22.9,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Maruti Swift Dzire ZDI,2014.0,420000.0,90000.0,23.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Maruti Alto K10 LXI,2014.0,229999.0,60000.0,20.92,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.1
Maruti Swift Dzire ZDI,2013.0,375000.0,80000.0,23.4,1248.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,74.0
Mahindra Scorpio VLX 2WD BSIV,2012.0,750000.0,120000.0,12.05,2179.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
Tata Tiago 1.2 Revotron XZ,2018.0,400000.0,40000.0,23.84,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,84.0
Mahindra XUV500 W6 2WD,2013.0,600000.0,91000.0,15.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,140.0
Maruti 800 AC,2007.0,45000.0,73257.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Mahindra Bolero Pik-Up CBC 1.7T,2019.0,722000.0,80000.0,0.0,2523.0,2.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Tata Tiago 2019-2020 XZ,2020.0,500000.0,15000.0,23.84,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,83.83
Skoda Rapid 1.5 TDI Ambition BSIV,2018.0,950000.0,40000.0,21.13,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,108.6
Nissan Sunny Diesel XV,2013.0,375000.0,212000.0,21.64,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,84.8
Maruti Swift Dzire ZDI,2018.0,780000.0,30000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.02
Hyundai Santro Asta BSIV,2018.0,575000.0,30000.0,20.3,1086.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,68.0
Hyundai i20 1.2 Spotz,2017.0,563000.0,30000.0,18.6,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,81.83
Tata Tiago 1.2 Revotron XZ,2017.0,450000.0,15000.0,23.84,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,84.0
Toyota Innova Crysta 2.4 ZX AT,2020.0,2300000.0,1000.0,13.68,2393.0,7.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,147.51
Maruti 800 AC,1999.0,80000.0,26320.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Hyundai i20 Asta 1.4 CRDi (Diesel),2010.0,320000.0,135000.0,23.0,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90.0
Honda Civic 1.8 V MT,2008.0,375000.0,100000.0,13.5,1799.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,130.0
Maruti Eeco 5 Seater AC BSIV,2017.0,400000.0,120000.0,15.37,1196.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,73.0
Mahindra Xylo E8 ABS Airbag,2011.0,600000.0,230000.0,14.0,2498.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,112.0
Renault KWID 1.0 RXT Optional,2016.0,315000.0,60000.0,23.01,999.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.0
BMW 3 Series 320d Highline,2012.0,1100000.0,80000.0,16.07,1995.0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,181.0
Maruti Swift Dzire VDi,2010.0,350000.0,190000.0,19.3,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.9
Maruti Eeco 5 Seater AC BSIV,2016.0,375000.0,120000.0,15.37,1196.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,73.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013.0,1050000.0,217000.0,12.99,2494.0,8.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,100.6
Ford Ikon 1.8 D,2005.0,130000.0,90000.0,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,
Maruti Celerio VXI,2015.0,350000.0,29000.0,23.1,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.04
Hyundai Santro Xing GL CNG,2011.0,170000.0,120000.0,,,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,
Maruti Wagon R LX Minor,2010.0,120000.0,120000.0,18.9,1061.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,67.0
Hyundai i20 1.2 Asta Option,2018.0,700000.0,30000.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.83
Hyundai Grand i10 Magna,2016.0,500000.0,56000.0,18.9,1197.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,82.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1250000.0,90000.0,12.99,2494.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,100.6
Mahindra TUV 300 T8,2015.0,500000.0,120000.0,18.49,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,100.0
Maruti Swift VDI BSIV,2015.0,490000.0,60000.0,25.2,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Maruti Swift Dzire ZDi,2008.0,200000.0,147000.0,19.3,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.9
Maruti Wagon R VXI BSIII,2012.0,240000.0,35000.0,18.9,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.1
Hyundai i20 1.2 Spotz,2018.0,655000.0,19500.0,18.6,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.83
Hyundai i20 Active 1.2 SX,2018.0,620000.0,38426.0,17.19,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Maruti Swift VXI Windsong Limited edition,2015.0,450000.0,35000.0,20.4,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,83.11
Maruti Wagon R LXI BS IV,2014.0,310000.0,35000.0,20.51,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.04
Maruti Alto LXi,2007.0,150000.0,50000.0,19.7,796.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,46.3
Chevrolet Beat Diesel LT,2012.0,180000.0,120000.0,25.44,936.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,57.6
Tata Indica Vista TDI LS,2011.0,150000.0,120000.0,19.4,1405.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Ford Figo Diesel EXI,2011.0,160000.0,112000.0,20.0,1399.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,68.0
Mahindra Scorpio EX,2013.0,600000.0,70000.0,14.0,2523.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,75.0
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012.0,380000.0,145000.0,20.5,1598.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,103.5
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011.0,350000.0,500000.0,12.99,2494.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,100.57
Tata Indigo TDI,2012.0,135000.0,146000.0,19.61,1405.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,610000.0,10000.0,18.9,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Volkswagen Polo 1.5 TDI Comfortline,2020.0,260000.0,50000.0,20.14,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Hyundai Xcent 1.2 VTVT S,2017.0,500000.0,25000.0,20.14,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.86
Renault KWID 1.0,2016.0,220000.0,20000.0,23.01,999.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.0
Honda Civic 1.8 S MT,2006.0,121000.0,70000.0,13.5,1799.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,130.0
Tata Indigo CS eLX BS IV,2017.0,350000.0,50000.0,25.0,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,69.01
Audi Q3 35 TDI Quattro Technology,2018.0,2200000.0,25000.0,15.17,1968.0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,181.0
Hyundai i20 1.4 CRDi Asta,2011.0,280000.0,100000.0,23.0,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90.0
Tata Nexon 1.2 Revotron XZ Plus,2020.0,919999.0,20000.0,17.0,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,108.5
Hyundai i20 1.4 CRDi Asta,2011.0,320000.0,155000.0,23.0,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,90.0
Ford Figo Diesel LXI,2012.0,140000.0,70000.0,20.0,1399.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,68.0
Maruti SX4 VDI,2012.0,310000.0,25000.0,21.5,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,88.8
Maruti 800 EX 5 Speed,2006.0,65000.0,120000.0,16.1,796.0,4.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,37.0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013.0,300000.0,90000.0,18.2,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.8
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,13.6,1999.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,177.0
Lexus ES 300h,2019.0,5150000.0,20000.0,22.37,2487.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,214.56
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,19.33,1999.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,177.0
Tata Safari Storme EX,2015.0,503000.0,110000.0,14.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,147.94
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,18.0,1969.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,190.0
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,19.16,2494.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,157.7
Maruti Wagon R LXI,2013.0,225000.0,58343.0,21.79,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,67.05
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,27.39,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Honda Jazz VX,2016.0,550000.0,56494.0,18.2,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,12.99,2494.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,100.6
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,81.8
Toyota Etios VX,2017.0,625000.0,25538.0,16.78,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.73
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,81.8
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,24.0,1186.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,73.97
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,19.0,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,88.76
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,14.3,1598.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,103.5
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,16.8,1984.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,150.0
Mahindra XUV500 W8 2WD,2011.0,575000.0,110000.0,15.1,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,140.0
Tata Xenon XT EX 4X2,2014.0,440000.0,110000.0,13.49,2179.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,138.03
Maruti Swift VDI,2012.0,380000.0,100000.0,22.9,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Tata Manza Aura (ABS) Safire,2010.0,140000.0,116700.0,15.0,1368.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,90.0
Tata Zest Quadrajet 1.3 75PS XE,2015.0,475000.0,25000.0,22.95,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Mahindra Xylo D2,2011.0,200000.0,200000.0,13.0,2489.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,95.0
Maruti Swift Ldi BSIV,2010.0,400000.0,176062.0,17.8,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,75.0
Hyundai Santro LP zipPlus,2003.0,68000.0,70000.0,,,,0,0,0,1,0,1,0,0,1,0,0,0,1,0,
Honda Amaze Anniversary Edition,2015.0,509999.0,82000.0,25.8,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.6
Hyundai i10 Era 1.1 iTech SE,2010.0,275000.0,80000.0,19.81,1086.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,68.05
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017.0,650000.0,40000.0,18.2,1248.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.74
Renault Duster 4x4,2014.0,650000.0,129000.0,19.72,1461.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,108.45
Fiat Punto EVO 1.3 Emotion,2016.0,360000.0,60000.0,20.5,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,91.7
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018.0,650000.0,82000.0,21.73,1498.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,108.62
Land Rover Range Rover Evoque 2.2L Pure,2013.0,2000000.0,77500.0,12.7,2179.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,187.7
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017.0,675000.0,50000.0,18.2,1248.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,73.74
Maruti 800 AC,2006.0,50000.0,40000.0,16.1,796.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,37.0
Maruti Wagon R VXI Opt 1.2,2017.0,445000.0,39500.0,20.52,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.8
Hyundai Elite i20 Sportz Plus Diesel,2018.0,750000.0,40000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.76
Maruti Swift VDI,2012.0,425000.0,56000.0,22.9,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Peugeot 309 GLD,1997.0,57000.0,110000.0,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,
Hyundai i20 1.4 Asta Option,2017.0,850000.0,54000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Maruti Wagon R VXI BS IV,2016.0,400000.0,20000.0,20.51,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.04
Tata Indica V2 eLX,2014.0,200000.0,55896.0,25.0,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,69.0
Honda Brio V MT,2012.0,250000.0,97000.0,19.4,1198.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,86.8
Maruti Alto 800 LXI,2014.0,206000.0,120000.0,22.74,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,47.3
Hyundai EON Magna Plus,2014.0,290000.0,50000.0,21.1,814.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,55.2
"Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0 ,624 ,35 ,""48@ 3,000+/-500(NM@ rpm)"",4",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mahindra XUV300 W8 Option Diesel BSIV,2019.0,1200000.0,15000.0,20.0,1497.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,115.0
Nissan Sunny Diesel XL,2012.0,220000.0,110000.0,21.64,1461.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,84.8
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008.0,515000.0,120000.0,14.84,2143.0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,170.0
Maruti Alto LX,2010.0,170000.0,100000.0,19.7,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,46.3
Maruti Swift Vdi BSIII,2010.0,260000.0,120000.0,17.8,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,75.0
Volkswagen Vento Diesel Highline,2012.0,315000.0,130000.0,20.54,1598.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,103.6
Maruti Alto K10 2010-2014 VXI,2011.0,225000.0,76000.0,20.92,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.1
Volkswagen Jetta 2.0L TDI Comfortline,2012.0,420000.0,110000.0,19.33,1968.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,138.1
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011.0,525000.0,96000.0,12.05,2179.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
